1635,"I would say yes and no to this, at least from my experiences, most youngins are socially liberal (pro-gay, black, etc.) but economically conservative (small gov, lower taxes, less regulation especially on persons). They only VOTE democratic because the republican party is not conservative, they are more religious and shit. Also I would say pro-gay is conservative in a way from at least my conservative view, idgaf what you do on your own time, marry, fuck, I couldn't give less of a shit."
1826,"""If Mary Tyler Moore married and divorced Steven Tyler, then married and divorced Michael Moore, and got into a three-way lesbian marriage with Demi Moore and Mandy Moore, would she go by the name Mary Tyler Moore Tyler Moore Moore Moore?"""
634,"Well, the vivid lands don't fit what we detective-ised as the remaining lands from Origins. So the only thing I could think of would be that it had a rainbow and has to deal with gay marriage. Which is possible given Wizards acceptance of all this stuff, and some of the characters they've made."
844,"Here you go. Gay marriage should remain illegal. The reason is that if gay marriage were recognized by our government, then we have no legal excuse to keep polygamy, first cousin marriages, or group marriages banned. The next group of people claiming to have their civil right of marriage oppressed may belong to this group, and they also are consenting adults. However, a great majority of Americans are uncomfortable with the idea of polygamy, first cousin marriages, or group marriages. Why are we giving preference to the notion that marriage ought to be between only two non-related adults? The number two is as arbitrary as the genders of those involved. Either you legalize it all, or you legalize none of it."
428,I think this is the most normal story in this thread. Nothing special but most likely to happen. Some sort of everyday life in gay marriage straight couple divorces
1888,"We'll have gay marriage and legal pot before you can buy a six pack in a convenience store, mark my words."
549,"It's because ""piss poor"" is the only kind of argument against gay marriage. Those kids are petty clearly NOT the cream of the intellectual crop."
285,"In addition, the African American community is exceptionally religious. For a very long time, God was all they had. Ergo, many of them---strangely enough---see gay marriage as a moral issue, not a civil rights issue. Of course, people point out the now repealed anti-misogynation (I'm sure I spelled it wrong) laws, but... Hypocrisy knows no bounds."
291,I remember this fucker...Wasn't he pushed out of the AL Supreme Court for telling county clerks that they didn't have to issue gay marriage licences?
457,"I like to think that the term ""gay marriage"" will eventually fade from lack of use, so much so that the future generations taking their history class will have trouble wrapping their heads around there even being a need for such a term."
173,"Literally couldn't give a shit, it effects me about as much as two gay people getting married. I'm all for rights for everybody, especially trans people, everyone needs to just chill out."
434,"Gay marriage doesn't require billions of dollars. If people would give space exploration even a tenth of the resources we give to our military industrial complex, *I* would be so happy."
1402,"The same way introducing a constitutional ban on gay marriage will protect Texas from government intrusion into marriage. ""Government intrusion"" has become a catchphrase that they will use for anything they don't want."
1026,"Yeah there is high support from african americans for prop 8. It almost seems like a double standard. They overwhelmingly vote for Obama, but then they vote against gay marriage overwhelmingly. Homophobia is something that runs deep in many african americans, which always strikes me as odd because they know what it's like to be treated like shit just because of who they are."
1186,Technically the Bible says nothing about gay marriage. It only says that sex between two men is on the same level of 'badness' as mixing fabrics.
