1968,"Conservatives tend to try and champion institutions, religion, and ""family values"". Comedy by its very nature seeks to deconstruct and mock these institutions. This goes back centuries. It also aligns more closely today with progressive values such as atheism, gay marriage, and anti-corporate ideologies. So yes, it is actually harder for conservatives to be funny and their comedy comes off more partisan and contrived."
982,So if I'm understanding this correctly... the ones that were actively against gay marriage actually ended up helping the cause by creating these bans? Ain't that ironic.
1216,"Sure! I support marriage equality -- in short, government should stay out of the bedroom. And I am a strong defender of the Second Amendment -- it's super clear and simple ""the right of the people to keep and bear Arms, shall not be infringed"""
589,"It's so frustrating seeing LGBT issues condensed down to gay marriage alone. Especially now that the SCOTUS has weighed in. He fought against his state providing any sort of care for HIV and brought the fatality rate for HIV to levels closer to Rwanda than his neighboring states. But no, of course this is not worth mentioning."
1076,Taiwan is legalizing gay marriage. China claims Taiwan is a part of China. Therefore China is legalizing gay marriage. Yay! ( ͡° ͜ʖ ͡°)
497,All six Muslim MPs in UK Parliament voted in favour of gay marriage. Wonder how the Daily Mail bible-bashers will react to a lesson in tolerance from the world of Islam?
402,"It's also amazing that Apple hired Ted Olson, he is an incredibly gifted lawyer. He successfully argued Bush v. Gore and Perry v. Schwarzenegger. The first case being the case that officially settled the 2000 Presidential election, the second being the case that invalidated Prop 8 and led to the legalization of gay marriage in California. There aren't many legal minds out there today who are more respected and have had more of an impact on the legal world."
781,There is a referendum on gay marriage coming up so the pamphlets are being used as part of the no campaign.
252,Preventing same-sex marriage. I get that people can be uncomfortable with the idea but spouting that a same sex couple would ruin the sanctity of marriage is bullshit. Last I checked Marriage is about commitment and when you have things like Vegas/shotgun weddings you can't really argue about a same sex couple that are in love getting married.
1604,I'm okay with people in one state not being able to get married for a year if it means the other 49 states and federal government will have marriage equality be secured as a constitutional right.
1684,So they legalized gay marriage but you don't get to choose WHO you marry because then you could just choose to marry someone of the opposite sex and be straight? Flawless.
661,"Black woman under sixty here. I think Jesse Jackson is ridiculous and a terrible face for the black community, and the only ounce of respect I ever felt for him was when I heard him speak in favor of gay marriage. Considering how the black community as a whole feels about that topic, it was good to hear one of its more visible members rise above the hate and say something positive about it."
359,MLK Jr. didn’t support gay marriage. So if you only oppose gay marriage but support equality in races then he can be your profile picture.
552,"The proper response to them being anti gay marriage and anti marijuana is ""Why do you people hate freedom? You know who also hates the freedom of gay marriage? ISIS."" That should lead to a proper Christmas argument."
625,They probably would if that person was being elected to a high office and had publicly stated their opinions against gay marriage.
846,"That is now my attitude on gay marriage: ""Hey I'm goin up to play ping pong now, you can play if you want to."""
224,"It really does! This needs to be talked about every single day. I feel like this entire election, healthcare reform, gay marriage, and every other political and social problem is just a smoke screen for the real issue. **JERKY IS TOO EXPENSIVE!**"
1959,"It's ironic to hear from thrice-divorced, no children Rush Limbaugh that gay people are ruining the sanctity of marriage and procreation is the purpose of marriage."
409,"Hey think of it this way, you'll be the first country in your continent to pass gay marriage laws whenever it does happen"
1344,I would argue that they're not so much opposing same-sex marriage as voicing irritation with the lack of political representation that trans-people get (but they made the point awfully)
489,"It's a great start, and it makes gay couples MUCH more equal to straight couples in the eyes of the law. Nobody's asking to have the Catholic Church agree to marry two gay men, we just want them to have the same legal rights as straight couples."
69,I thought my mom was a lesbian until I was 15 and found her jurnals on the family computer turns out she married my mama just to pissed off my grandfather.
58,"Went to a kinky elf party once for Christmas, good mix of a crowd until we all got shit-faced. Some guy got dared to be blind folded and get blown by some random girl. Guy at the party who had always denied being gay, decided it would be funny to blow him. That's how my friends tom and Chad met and got married."
1316,"The left isn't insisting on politizing gay marriage and trans bathroom bills. Look at DOMA and NC's HB 2. Weed banning, ""voter ID"" laws, Republicans propose bills to fabricated problems."
675,"Let's not forget that issues like marriage equality, unarmed blacks asking police not to shoot them and the war on Christmas are oppressing him."
1882,"I know I know, but Ireland is more there to bring home the point that every Native-English speaking nation has legalised same-sex marriage except Australia."
614,"A cat owner who doesn't *already* have cat pictures on the internet? Yeah, sure. And that senator pressing the anti gay marriage agenda is totally straight too."
407,"I didn't have room to share the other amazing fact from this story: they took their case to court but they were dismissed. The judge who ruled against them was, no joke, Anthony Kennedy, who later joined the Supreme Court and last month cast the deciding vote to LEGALIZE gay marriage."
255,"You have no idea how it is for moderate conservatives, at least these assholes don't have a real voice in elections. All I want is to be left alone by the government. Do we need taxes, roads, education, police, and fire? yes, I'll pay taxes for those now stop butting into my life. I don't care if gays marry or not, we should just let them, the government shouldn't have any say in that, same deal for abortion, I don't want the government telling me what I can and cannot do to my own damn body. If I want to get high or not wear a helmet on my motorcycle fucking let me be dumb as fuck."
349,"He has no ambivalence on issues such as abortion, but he is marketed to the public to have ambivalence. He, just like any other abiding Catholic, is against abortion, same sex marriage, etc. Francis, however, unlike previous popes, does not feel it is the Catholic Church's duty to impose its beliefs on others and that the Church should focus on its more basic and loving principles. That, in my opinion, still deserves quite a bit of respect."
640,"Meanwhile, here in the US, taking away gay people's right to marriage is literally a part of the GOP platform, and Dear Leader just signed an executive order allowing federal contractors to fire gay people for being gay."
986,"According to this source it was [38 years](http://thescoopblog.dallasnews.com/2015/06/a-historic-day-in-dallas-throughout-state-as-supreme-court-oks-same-sex-marriage.html/). They said they had confidence it would happen someday. I personally wouldn't have believed it, but their optimism certainly panned out."
1260,Problem is there are over a thousand federal marriage benefits. And not all are financial. Marriage is very much important and necessary today. There's a reason gay people want it. It's not just a matter of love or equality. Marriage is about many things and I think it is naive to assume it's just a matter of the government recognizing my relationship. As someone who used to be anti marriage I changed my tune once I found out what marriage actually means outside of a Disney movie.
591,"While I have not problem with gay marriage and adoption, I really hate when people use kids for political messaging. Things like this or when they have children holding signs on a protest for whatever the parents cause happens to be. And I see this gets the message across, is very cute and sad but the principle of using kids for your political messaging is a bugbear to me."
1171,it's the real reason and the reason I understand the least. It's not like legalizing gay marriage makes gay marriage mandatory.
516,Why are people so surprised about them being opposed to same sex marriage? This is the company that is closed on Sundays (literally) for Christ's sake.
442,"In some placed denying a gay person service would boost business, Portland is not one of them. It's probably one of the worst seeing how it's so liberal. I remember when the CEO of Chic fil A said he didn't agree with gay marriage and for the next week they has three times as much business, at least in the south."
887,"Yeah, a lot of people seem to be operating from the belief that gay marriage is *so unnatural* that kids will be absolutely *wrecked* if the concept is explained to them, but in actuality kids are unlikely to have the programming at such a young age to even know why the topic is so controversial, unless they've been instilled with it."
262,"Some based gay couple looking to marry should go to muslim bakery, ask for wedding cake and throw a lawsuit if they don't."
1695,"Mr. Trump. I know you've said that things like gay marriage and marijuana are states issues. Would you overturn gay marriage laws and leave it on a per-state basis? Would you remove marijuana from schedule I and leave that to states as well, much like alcohol is?"
1704,That two people of the same sex that are in love can't get married in some countries yet two people of the opposite sex can marry and divorce within hours
714,"I like the fact that most of the time the show completely lets you forget that he's gay, and it only comes up the same way any other marriage or relationship would come up. There are a few storylines here and there where it comes into focus, but almost no jokes, no obvious mannerisms. It's one of many character traits that he has, and it's totally normalized."
394,"Or you could say he didn't have the balls to lead. He claimed to publicly support gay marriage at the time but when the bill came across his desk he vetoed it, pissing a lot of people off."
579,"Ah Dubai, the land of clear pools, beautiful beaches and prisons for homosexuals. Where you can see the pinnacle of human engineering and be killed for being an atheist. Where you can rape and get on a plane home, and where you can be raped and sent to jail for having sex outside of marriage."
630,"There is no such thing as a spoiler. Anyone who tells you that is a fear-mongering tool of the establishment. If a candidate does not win (in a fair election, which it's not, but let's pretend it is), they did not get enough votes in the right places in order to win, period. No one is entitled to anyone's vote, period. That's how the system works. The two parties have control over the system. If they are not happy about it, they can change it. You have the complete right to vote for a third party, even though the two parties and the media have created obstacles and campaigns against doing so. The Democratic party has spread lies about its supposed progressive agenda, meanwhile the only things they ever put any real effort behind are pro-corporate centrist policies that align more with moderate Republicans and moderate independents than they do with progressives. The party will continue to shift to the right on nearly everything, except a few social wedge issues (guns, abortion, marriage equality) in order to guilt you into voting for them in order to stop the Republicans. They'll do it because they can, and because you'll let them. They even had the gall to start a movement called ""Blue No Matter Who"" which is perhaps the most ignorant slogan a political party could come up with. Why would you vote blindly for a party regardless of its nominee? You should vote for whoever you want to, not who you're told to. People will try to shame you, bring up Nader as an excuse for their own loss and failure to capture enough of the electorate, scare you into believing Trump will destroy the world, accuse you of not being a true progressive because you aren't voting based on Supreme Court nominations, or simply tell you to grow up because voting for who you want is apparently what you do when you're young and naive. Yet the last several decades of elections have produced almost nothing for the progressive cause, despite the supposedly effective tactic of voting blue no matter who. The Democratic party will never change if you keep voting for it and it keeps ignoring you the day after Election Day. Apparently, third party voters are supposed to ""learn a lesson"" or so I've been told, yet the Democratic party can do whatever it wants, nominate the most corrupt candidate in perhaps the history of politics, and you're expected to fall in line. That's not democracy. If the few people who refuse to vote for Hillary are the ones who will decide the election, they are the ones the party should listen to and evolve towards, and not just for show. Otherwise, they can find voters elsewhere. Don't be a prisoner to the system. Take in all the information you can, and vote for whoever you want."
873,"I see where you're coming from, but I think even that would fall under the ""piss poor"" umbrella. Homosexual couples *can* have children, through adoption or if they have an egg donor. Furthermore, there are separate tax breaks for having kids, so I don't think that people who marry and don't have kids are really reaping benefits not meant for them anyway."
266,"Dude sounds like a damn internet troll. The debate on both things is over- climate change is happening and humans are making it happen, and gay marriage does not destroy nations. Canada has enjoyed nationwide marriage equality for about 10 years now and so far no apocalypse."
1967,How would gay marriage even come up in that conversation? Did the service person ask the customer about their opinion on gay marriage?
415,Even further plot twist: the bride who had to marry a transgender woman and who was a lesbian in the first place has 1 year to live
1777,"Bye bye, Roe! You too, Wade. Farewell, same sex marriage. Sayonara, action on climate change, or should I say CHINA HOAX? Helloooo conservative supreme court supermajority for the next half century! Well done, America!"
609,"What about civil unions for all? Do you think it would help if, as far as the government were concerned, all marriages--gay or straight--were, officially, ""civil unions?"""
71,"This story is Fox News' wet dream. A gay man, married to another man, gets stoned and kills his foster child by forgetting that he left her in a hot car, and only realizes it when watching a TV show full of nudity, foul language, and homosexuality. This will trumpeted in every piece of conservative literature for years to come."
59,"I'm in a fantastic, committed, loving relationship for the first time in my life, but I can't share that news with anyone because my parents are so heavily against sex before marriage for religious reasons that they would be on my case before I got the word ""boyfriend"" out of my mouth. Doesn't help that it's a same-sex relationship."
1529,No it is an example of what happens when your populous is poor and I'll educated. Country's such as the UK aren't majority gay but they are passing same sex marriage bills rather than banning it.
727,"Brought gay marriage legalization, killed osama bin laden, economy is improving, gitmo has many less prisoners, Obamacare provided insurance for 20 million people. He wasn't perfect, but you can't ignore all the good he did as well."
621,"I'm gonna go with polygamy. There's already a few cases working their way through the courts. It's like interracial or gay marriage - the participants want it, why not let them?"
417,SCOTUS. The biggest impact the next president will have is on the next 30 of the Supreme Court. Citizens United. Healthcare. Net Neutrality. Gay Marriage. LGBT rights. All of this will be decided in SCOTUS.
278,Super religious 67 year old man from the back woods of Louisiana. How did anyone think he would be pro gay marriage. I mean come on.
461,"Wow, awesome to see the flipside. Religious people using the freedom of religion to attack the standard view point that the government should step down on same-sex marriage in the name of religion."
668,"For those who aren't aware, Orson Scott Card is publicly and vehemently against such civil rights issues as the rights of gays to marry. Not that it makes his writing worse, but still pretty lame."
